minute,hour,concurrent_compactions
5392,89.8667,24
5393,89.8833,28
5394,89.9000,23
5395,89.9167,26
5396,89.9333,25
5397,89.9500,26
5398,89.9667,24
5399,89.9833,25
5400,90.0000,21
5401,90.0167,26
5402,90.0333,28
5403,90.0500,22
5404,90.0667,25
5405,90.0833,29
5406,90.1000,27
5407,90.1167,23
5408,90.1333,24
5409,90.1500,27
5410,90.1667,25
5411,90.1833,23
5412,90.2000,25
5413,90.2167,26
5414,90.2333,25
5415,90.2500,28
5416,90.2667,26
5417,90.2833,23
5418,90.3000,27
5419,90.3167,25
5420,90.3333,25
5421,90.3500,22
5422,90.3667,29
5423,90.3833,25
5424,90.4000,25
5425,90.4167,29
5426,90.4333,23
5427,90.4500,26
5428,90.4667,25
5429,90.4833,25
5430,90.5000,27
5431,90.5167,27
5432,90.5333,23
5433,90.5500,31
5434,90.5667,25
5435,90.5833,25
5436,90.6000,26
5437,90.6167,22
5438,90.6333,26
5439,90.6500,26
5440,90.6667,25
5441,90.6833,26
5442,90.7000,27
5443,90.7167,24
5444,90.7333,27
5445,90.7500,26
5446,90.7667,26
5447,90.7833,26
5448,90.8000,25
5449,90.8167,28
5450,90.8333,26
5451,90.8500,22
5452,90.8667,31
5453,90.8833,23
5454,90.9000,22
5455,90.9167,24
5456,90.9333,26
5457,90.9500,28
5458,90.9667,20
5459,90.9833,28
5460,91.0000,25
5461,91.0167,27
5462,91.0333,26
5463,91.0500,27
5464,91.0667,25
5465,91.0833,23
5466,91.1000,26
5467,91.1167,26
5468,91.1333,23
5469,91.1500,27
5470,91.1667,28
5471,91.1833,24
5472,91.2000,25
5473,91.2167,29
5474,91.2333,23
5475,91.2500,24
5476,91.2667,27
5477,91.2833,26
5478,91.3000,25
5479,91.3167,27
5480,91.3333,27
5481,91.3500,21
5482,91.3667,26
5483,91.3833,24
5484,91.4000,24
5485,91.4167,27
5486,91.4333,28
5487,91.4500,25
5488,91.4667,30
5489,91.4833,21
5490,91.5000,25
5491,91.5167,25
5492,91.5333,25
5493,91.5500,26
5494,91.5667,27
5495,91.5833,23
5496,91.6000,30
5497,91.6167,26
5498,91.6333,27
5499,91.6500,23
5500,91.6667,27
5501,91.6833,23
5502,91.7000,28
5503,91.7167,27
5504,91.7333,24
5505,91.7500,27
5506,91.7667,25
5507,91.7833,26
5508,91.8000,24
5509,91.8167,24
5510,91.8333,23
5511,91.8500,28
5512,91.8667,28
5513,91.8833,24
5514,91.9000,24
5515,91.9167,23
5516,91.9333,24
5517,91.9500,29
5518,91.9667,25
5519,91.9833,23
5520,92.0000,29
5521,92.0167,25
5522,92.0333,25
5523,92.0500,27
5524,92.0667,26
5525,92.0833,23
5526,92.1000,26
5527,92.1167,28
5528,92.1333,27
5529,92.1500,23
5530,92.1667,23
5531,92.1833,27
5532,92.2000,25
5533,92.2167,25
5534,92.2333,24
5535,92.2500,25
5536,92.2667,23
5537,92.2833,24
5538,92.3000,27
5539,92.3167,30
5540,92.3333,23
5541,92.3500,25
5542,92.3667,28
5543,92.3833,25
5544,92.4000,29
5545,92.4167,26
5546,92.4333,27
5547,92.4500,28
5548,92.4667,27
5549,92.4833,24
5550,92.5000,25
5551,92.5167,23
5552,92.5333,25
5553,92.5500,25
5554,92.5667,29
5555,92.5833,25
5556,92.6000,25
5557,92.6167,26
5558,92.6333,24
5559,92.6500,28
5560,92.6667,23
5561,92.6833,30
5562,92.7000,23
5563,92.7167,30
5564,92.7333,24
5565,92.7500,26
5566,92.7667,25
5567,92.7833,22
5568,92.8000,24
5569,92.8167,27
5570,92.8333,27
5571,92.8500,26
5572,92.8667,23
5573,92.8833,27
5574,92.9000,22
5575,92.9167,23
5576,92.9333,27
5577,92.9500,29
5578,92.9667,25
5579,92.9833,26
5580,93.0000,29
5581,93.0167,22
5582,93.0333,25
5583,93.0500,22
5584,93.0667,24
5585,93.0833,24
5586,93.1000,25
5587,93.1167,28
5588,93.1333,23
5589,93.1500,26
5590,93.1667,24
5591,93.1833,28
5592,93.2000,23
5593,93.2167,25
5594,93.2333,28
5595,93.2500,26
5596,93.2667,26
5597,93.2833,24
5598,93.3000,25
5599,93.3167,25
5600,93.3333,24
5601,93.3500,28
5602,93.3667,23
5603,93.3833,27
5604,93.4000,27
5605,93.4167,26
5606,93.4333,25
5607,93.4500,24
5608,93.4667,28
5609,93.4833,30
5610,93.5000,23
5611,93.5167,29
5612,93.5333,27
5613,93.5500,27
5614,93.5667,25
5615,93.5833,26
5616,93.6000,23
5617,93.6167,23
5618,93.6333,27
5619,93.6500,25
5620,93.6667,25
5621,93.6833,27
5622,93.7000,27
5623,93.7167,26
5624,93.7333,29
5625,93.7500,23
5626,93.7667,27
5627,93.7833,26
5628,93.8000,25
5629,93.8167,23
5630,93.8333,28
5631,93.8500,31
5632,93.8667,23
5633,93.8833,21
5634,93.9000,29
5635,93.9167,23
5636,93.9333,28
5637,93.9500,23
5638,93.9667,27
5639,93.9833,24
5640,94.0000,28
5641,94.0167,25
5642,94.0333,26
5643,94.0500,25
5644,94.0667,25
5645,94.0833,28
5646,94.1000,27
5647,94.1167,26
5648,94.1333,27
5649,94.1500,22
5650,94.1667,26
5651,94.1833,28
5652,94.2000,24
5653,94.2167,25
5654,94.2333,28
5655,94.2500,25
5656,94.2667,26
5657,94.2833,25
5658,94.3000,27
5659,94.3167,27
5660,94.3333,27
5661,94.3500,28
5662,94.3667,25
5663,94.3833,27
5664,94.4000,21
5665,94.4167,26
5666,94.4333,29
5667,94.4500,25
5668,94.4667,24
5669,94.4833,24
5670,94.5000,28
5671,94.5167,23
5672,94.5333,25
5673,94.5500,27
5674,94.5667,26
5675,94.5833,23
5676,94.6000,26
5677,94.6167,28
5678,94.6333,25
5679,94.6500,27
5680,94.6667,24
5681,94.6833,27
5682,94.7000,24
5683,94.7167,28
5684,94.7333,23
5685,94.7500,28
5686,94.7667,27
5687,94.7833,29
5688,94.8000,25
5689,94.8167,27
5690,94.8333,24
5691,94.8500,26
5692,94.8667,23
5693,94.8833,25
5694,94.9000,22
5695,94.9167,28
5696,94.9333,27
5697,94.9500,27
5698,94.9667,25
5699,94.9833,28
5700,95.0000,24
5701,95.0167,25
5702,95.0333,22
5703,95.0500,24
5704,95.0667,27
5705,95.0833,23
5706,95.1000,25
5707,95.1167,26
5708,95.1333,25
5709,95.1500,28
5710,95.1667,26
5711,95.1833,27
5712,95.2000,24
5713,95.2167,25
5714,95.2333,22
5715,95.2500,28
5716,95.2667,27
5717,95.2833,30
5718,95.3000,24
5719,95.3167,27
5720,95.3333,21
5721,95.3500,26
5722,95.3667,25
5723,95.3833,26
5724,95.4000,29
5725,95.4167,25
5726,95.4333,25
5727,95.4500,25
5728,95.4667,25
5729,95.4833,22
5730,95.5000,30
5731,95.5167,23
5732,95.5333,25
5733,95.5500,24
5734,95.5667,24
5735,95.5833,24
5736,95.6000,28
5737,95.6167,23
5738,95.6333,23
5739,95.6500,26
5740,95.6667,30
5741,95.6833,24
5742,95.7000,23
5743,95.7167,24
5744,95.7333,30
5745,95.7500,25
5746,95.7667,24
5747,95.7833,27
5748,95.8000,24
5749,95.8167,24
5750,95.8333,24
5751,95.8500,25
5752,95.8667,25
5753,95.8833,27
5754,95.9000,29
5755,95.9167,26
5756,95.9333,22
5757,95.9500,25
5758,95.9667,25
5759,95.9833,25
5760,96.0000,27
5761,96.0167,24
5762,96.0333,24
5763,96.0500,25
5764,96.0667,27
5765,96.0833,26
5766,96.1000,25
5767,96.1167,27
5768,96.1333,23
5769,96.1500,26
5770,96.1667,26
5771,96.1833,26
5772,96.2000,24
5773,96.2167,24
5774,96.2333,27
5775,96.2500,32
5776,96.2667,26
5777,96.2833,27
5778,96.3000,25
5779,96.3167,28
5780,96.3333,27
5781,96.3500,23
5782,96.3667,29
5783,96.3833,26
5784,96.4000,23
5785,96.4167,27
5786,96.4333,24
5787,96.4500,26
5788,96.4667,25
5789,96.4833,25
5790,96.5000,29
5791,96.5167,24
5792,96.5333,28
5793,96.5500,26
5794,96.5667,25
5795,96.5833,25
5796,96.6000,10
